,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches
250,251,Luca de la Torre,us USA,MF,Heracles Almelo,23,1998,30.8,1158,1375,84.2,18374,5119,575,637,90.3,459,514,89.3,78,109,71.6,1,4.4,2.9,-3.4,40,119,21,8,103,Matches
251,252,Zakaria Labyad,ma MAR,MF,Ajax,28,1993,0.3,9,11,81.8,110,50,5,5,100.0,3,3,100.0,0,0,,0,0.0,0.1,0.0,0,2,0,0,0,Matches
252,253,Samir Lagsir,nl NED,"FW,MF",Zwolle,18,2003,1.0,25,41,61.0,363,91,15,19,78.9,8,14,57.1,1,5,20.0,0,0.0,0.2,0.0,0,2,3,2,3,Matches
253,254,Toshio Lake,nl NED,MF,Fortuna Sittard,20,2001,2.7,,,,,,,,,,,,,,,2,,,,,,,,,Matches
254,255,Kostas Lamprou,gr GRE,GK,Zwolle,29,1991,34.0,1007,1518,66.3,30978,24968,204,207,98.6,373,381,97.9,425,920,46.2,0,0.1,0.1,-0.1,2,29,0,0,1,Matches
255,256,Chardi Landu,nl NED,"FW,MF",Zwolle,21,2000,5.0,73,119,61.3,1315,408,34,46,73.9,26,41,63.4,11,17,64.7,0,0.6,0.6,-0.6,7,4,7,5,7,Matches
256,257,Nikolai Laursen,dk DEN,"FW,MF",Heracles Almelo,23,1998,20.6,448,665,67.4,6034,1671,262,329,79.6,132,192,68.8,23,64,35.9,0,2.8,2.8,-2.8,20,26,19,3,41,Matches
257,258,Richy Ledezma,us USA,"MF,FW",PSV Eindhoven,20,2000,0.4,34,37,91.9,494,140,21,21,100.0,11,12,91.7,1,3,33.3,0,0.0,0.1,0.0,1,5,3,0,4,Matches
258,259,Benjamin van Leer,nl NED,GK,Sparta R'dam,29,1992,1.7,42,78,53.8,1277,935,6,6,100.0,21,21,100.0,15,51,29.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
259,260,Michael de Leeuw,nl NED,"FW,MF",Groningen,34,1986,22.6,229,353,64.9,3214,779,124,168,73.8,76,111,68.5,10,24,41.7,0,0.8,0.7,-0.8,15,20,9,0,24,Matches
260,261,Peter Leeuwenburgh,nl NED,GK,Groningen,27,1994,34.0,1207,1755,68.8,34996,25827,213,217,98.2,574,583,98.5,417,943,44.2,0,0.1,0.2,-0.1,2,47,1,0,0,Matches
261,262,Mateo Leš,hr CRO,DF,Heracles Almelo,21,2000,0.5,23,29,79.3,567,169,7,7,100.0,10,10,100.0,6,11,54.5,0,0.0,0.0,0.0,0,5,0,0,3,Matches
262,263,Timo Letschert,nl NED,DF,AZ Alkmaar,28,1993,3.2,226,254,89.0,4733,1813,70,75,93.3,122,130,93.8,33,45,73.3,0,0.0,0.1,0.0,0,16,3,0,21,Matches
263,264,Isac Lidberg,se SWE,FW,Go Ahead Eag,22,1998,22.0,325,527,61.7,3928,602,210,285,73.7,74,124,59.7,11,18,61.1,2,1.5,1.6,+0.5,16,16,14,1,22,Matches
264,265,Dimitris Limnios,gr GRE,FW,Twente,23,1998,24.2,536,774,69.3,7908,1932,310,388,79.9,160,228,70.2,40,77,51.9,2,3.3,3.2,-1.3,26,24,21,11,34,Matches
265,266,Bryan Linssen,nl NED,FW,Feyenoord,30,1990,24.0,337,514,65.6,4919,1602,176,230,76.5,112,170,65.9,20,38,52.6,8,4.0,2.6,+4.0,31,12,18,3,34,Matches
266,267,Evert Linthorst,nl NED,MF,Go Ahead Eag,21,2000,0.5,23,28,82.1,416,141,10,12,83.3,11,12,91.7,2,3,66.7,0,0.0,0.0,0.0,0,4,1,0,2,Matches
267,268,Pol Llonch,es ESP,MF,Willem II,28,1992,21.1,800,1020,78.4,12955,3779,390,466,83.7,328,381,86.1,52,99,52.5,0,0.9,1.2,-0.9,12,84,8,0,73,Matches
268,269,Nigel Lonwijk,nl NED,DF,Fortuna Sittard,18,2002,9.9,351,450,78.0,6770,2572,121,141,85.8,186,217,85.7,40,76,52.6,0,0.0,0.0,0.0,1,13,0,0,15,Matches
269,270,Boyd Lucassen,nl NED,"DF,MF",Go Ahead Eag,23,1998,23.5,685,1039,65.9,11997,5333,307,387,79.3,283,407,69.5,72,163,44.2,1,1.2,1.0,-0.2,15,60,15,7,72,Matches
270,271,Kilian Ludewig,de GER,"FW,DF",Willem II,21,2000,0.6,23,37,62.2,362,128,12,16,75.0,9,13,69.2,2,6,33.3,0,0.0,0.0,0.0,0,5,0,0,2,Matches
271,272,Kasper Lunding,dk DEN,MF,Heracles Almelo,22,1999,1.8,37,46,80.4,507,90,23,26,88.5,9,10,90.0,3,5,60.0,0,0.4,0.2,-0.4,2,1,1,1,1,Matches
272,273,Ramon Lundqvist,se SWE,FW,Groningen,24,1997,0.1,1,3,33.3,21,10,0,1,0.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
273,274,Thierry Lutonda,be BEL,DF,RKC Waalwijk,20,2000,4.2,115,164,70.1,1751,664,61,80,76.3,49,62,79.0,2,12,16.7,0,0.1,0.1,-0.1,2,7,1,0,4,Matches
274,275,Issam El Maach,ma MAR,GK,RKC Waalwijk,21,2000,1.0,23,48,47.9,1034,878,0,0,,7,8,87.5,16,39,41.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
275,276,Calvin Mac-Intosch,sr SUR,DF,Cambuur,31,1989,27.7,1195,1448,82.5,25694,8635,327,378,86.5,643,712,90.3,207,317,65.3,0,0.1,0.4,-0.1,3,79,7,1,77,Matches
276,277,Eros Maddy,nl NED,FW,Utrecht,20,2001,0.1,2,5,40.0,29,14,1,2,50.0,1,2,50.0,0,0,,0,0.1,0.1,-0.1,1,0,1,1,0,Matches
277,278,Achraf Madi,nl NED,DF,Sparta R'dam,19,2002,0.0,1,1,100.0,20,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
278,279,Nicolas Madsen,dk DEN,MF,Heerenveen,21,2000,18.6,717,872,82.2,11364,3423,367,437,84.0,283,323,87.6,41,61,67.2,1,1.1,0.8,-0.1,10,73,4,0,61,Matches
279,280,Chukwunonso Madueke,eng ENG,FW,PSV Eindhoven,19,2002,9.1,291,371,78.4,3619,660,204,237,86.1,62,82,75.6,7,14,50.0,3,2.0,2.1,+1.0,12,9,11,0,21,Matches
280,281,Naoki Maeda,jp JPN,MF,Utrecht,26,1994,0.1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
281,282,Adam Maher,nl NED,MF,Utrecht,28,1993,30.6,1574,2130,73.9,31572,11718,580,670,86.6,689,822,83.8,271,540,50.2,3,5.8,6.2,-2.8,67,204,31,11,174,Matches
282,283,Mimoun Mahi,ma MAR,"FW,MF",Utrecht,27,1994,9.7,209,335,62.4,3216,1008,113,157,72.0,70,103,68.0,17,34,50.0,4,3.3,3.9,+0.7,16,13,19,7,25,Matches
283,284,Tyrell Malacia,nl NED,DF,Feyenoord,21,1999,31.5,1846,2221,83.1,29210,9346,1019,1104,92.3,621,731,85.0,146,249,58.6,4,3.9,6.0,+0.1,36,167,64,16,144,Matches
284,285,Mohamed Mallahi,nl NED,"FW,DF",Utrecht,21,2000,0.5,15,27,55.6,257,75,9,12,75.0,2,6,33.3,3,3,100.0,0,0.3,0.3,-0.3,4,0,5,4,1,Matches
285,286,Million Manhoef,nl NED,"DF,FW",Vitesse,19,2002,8.4,317,420,75.5,4736,1655,179,212,84.4,106,130,81.5,19,41,46.3,2,1.5,1.3,+0.5,10,17,7,1,20,Matches
286,287,Ofir Marciano,il ISR,GK,Feyenoord,31,1989,12.0,249,387,64.3,6975,5269,51,51,100.0,120,121,99.2,77,210,36.7,0,0.0,0.0,0.0,0,10,1,0,0,Matches
287,288,Iván Márquez,es ESP,DF,NEC Nijmegen,27,1994,29.0,1161,1428,81.3,23351,9605,336,387,86.8,687,772,89.0,131,232,56.5,0,0.9,0.2,-0.9,4,48,2,0,54,Matches
288,289,Cuco Martina,cw CUW,DF,Go Ahead Eag,31,1989,8.4,357,473,75.5,6809,2582,138,160,86.3,161,195,82.6,51,101,50.5,0,0.0,0.2,0.0,1,13,4,0,22,Matches
289,290,Lisandro Martínez,ar ARG,DF,Ajax,23,1998,21.2,1769,1993,88.8,34612,12506,604,662,91.2,962,1035,92.9,193,259,74.5,3,1.9,2.9,+1.1,17,211,15,1,158,Matches
290,291,Bruno Martins Indi,nl NED,DF,AZ Alkmaar,29,1992,30.8,1845,2087,88.4,35918,13082,595,635,93.7,1034,1112,93.0,197,299,65.9,1,0.7,1.2,+0.3,9,155,15,3,125,Matches
291,292,Giannis Masouras,gr GRE,"DF,MF",Sparta R'dam,24,1996,9.3,235,427,55.0,4062,2174,113,146,77.4,95,172,55.2,22,77,28.6,0,0.3,0.7,-0.3,4,22,8,1,35,Matches
292,293,Magnus Mattsson,dk DEN,"FW,MF",NEC Nijmegen,22,1999,19.3,489,612,79.9,6104,1378,316,374,84.5,129,150,86.0,14,28,50.0,0,1.6,1.2,-1.6,23,27,6,0,31,Matches
293,294,Azor Matusiwa,nl NED,MF,Groningen,23,1998,3.0,82,107,76.6,1633,421,28,36,77.8,43,53,81.1,11,13,84.6,0,0.1,0.1,-0.1,3,5,1,0,11,Matches
294,295,Emmanuel Matuta,be BEL,"MF,FW",Groningen,19,2002,1.1,63,76,82.9,1055,175,28,33,84.8,31,34,91.2,2,6,33.3,0,0.1,0.0,-0.1,1,6,0,0,2,Matches
295,296,Robin Maulun,fr FRA,MF,Cambuur,24,1996,29.5,1039,1370,75.8,18634,5617,472,556,84.9,392,468,83.8,137,262,52.3,6,5.1,4.7,+0.9,51,135,22,3,107,Matches
296,297,Philipp Max,de GER,DF,PSV Eindhoven,27,1993,20.0,1077,1320,81.6,14960,5359,680,750,90.7,301,379,79.4,50,100,50.0,3,3.3,3.6,-0.3,31,100,32,11,87,Matches
297,298,Noussair Mazraoui,ma MAR,DF,Ajax,23,1997,21.7,1294,1568,82.5,19767,6560,666,745,89.4,490,573,85.5,74,115,64.3,2,4.1,6.2,-2.1,32,146,40,11,115,Matches
298,299,Elikia Mbinga,nl NED,"MF,FW",Zwolle,20,2001,1.2,31,40,77.5,393,119,20,25,80.0,7,10,70.0,1,2,50.0,0,0.1,0.0,-0.1,2,4,0,0,2,Matches
299,300,Jason Meerstadt,nl NED,MF,Sparta R'dam,20,2001,0.2,0,4,0.0,0,0,0,2,0.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
300,301,Ringo Meerveld,nl NED,MF,Willem II,20,2000,6.0,147,186,79.0,2387,611,75,91,82.4,53,60,88.3,12,17,70.6,3,1.8,1.4,+1.2,11,6,5,0,15,Matches
301,302,Bjorn Meijer,nl NED,"DF,MF",Groningen,18,2003,17.6,584,860,67.9,11318,4621,241,290,83.1,254,336,75.6,84,178,47.2,2,2.0,2.1,0.0,14,58,18,9,45,Matches
302,303,Aaron Meijers,nl NED,DF,Sparta R'dam,33,1987,8.2,255,384,66.4,4428,1890,129,152,84.9,97,136,71.3,24,68,35.3,2,1.5,1.1,+0.5,9,26,7,4,21,Matches
303,304,Rick Meijssen,nl NED,DF,Utrecht,19,2002,0.1,3,4,75.0,51,50,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
304,305,Queensy Menig,nl NED,FW,Twente,25,1995,3.0,39,61,63.9,485,128,21,28,75.0,12,20,60.0,1,2,50.0,1,0.7,0.3,+0.3,6,1,2,0,3,Matches
305,306,Ahmed El Messaoudi,ma MAR,"FW,MF",Groningen,25,1995,1.9,18,29,62.1,309,64,7,12,58.3,9,9,100.0,1,1,100.0,0,0.1,0.1,-0.1,1,2,1,0,3,Matches
306,307,Melle Meulensteen,nl NED,DF,RKC Waalwijk,22,1999,32.0,1282,1584,80.9,25142,9669,445,517,86.1,654,730,89.6,158,271,58.3,0,0.4,0.9,-0.4,9,93,9,1,90,Matches
307,308,Nikolaos Michelis,gr GRE,DF,Willem II,20,2001,7.2,273,340,80.3,6136,1916,59,77,76.6,159,182,87.4,54,76,71.1,0,0.0,0.1,0.0,0,32,0,0,25,Matches
308,309,Fredrik Midtsjø,no NOR,MF,AZ Alkmaar,27,1993,25.5,1129,1485,76.0,19782,7413,519,614,84.5,462,560,82.5,111,215,51.6,5,3.4,3.8,+1.6,34,135,33,8,149,Matches
309,310,Sven Mijnans,nl NED,"MF,FW",Sparta R'dam,21,2000,21.0,573,813,70.5,10050,2703,268,321,83.5,220,290,75.9,66,135,48.9,3,2.0,3.1,+1.0,24,53,22,7,58,Matches
310,311,Virgil Misidjan,nl NED,FW,Twente,28,1993,12.6,351,496,70.8,4603,1114,216,248,87.1,101,144,70.1,11,39,28.2,3,2.7,1.8,+0.3,17,22,11,8,23,Matches
311,312,Kudus Mohammed,gh GHA,MF,Ajax,20,2000,4.7,221,245,90.2,3605,855,107,117,91.5,83,88,94.3,20,21,95.2,1,0.8,1.5,+0.2,5,23,6,0,19,Matches
312,313,Sylian Mokono,nl NED,DF,Utrecht,22,1999,0.2,6,7,85.7,89,57,4,4,100.0,2,2,100.0,0,1,0.0,1,0.5,0.1,+0.5,1,0,1,0,1,Matches
313,314,Julian von Moos,ch SUI,"FW,DF",Vitesse,20,2001,1.3,49,64,76.6,661,253,36,45,80.0,8,11,72.7,4,5,80.0,1,0.2,0.4,+0.8,2,2,5,2,4,Matches
314,315,Alex Mortensen,se SWE,FW,Groningen,19,2002,0.1,3,6,50.0,38,13,3,4,75.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
315,316,Xavier Mous,nl NED,GK,Heerenveen,25,1995,15.5,416,619,67.2,12398,9353,83,83,100.0,167,169,98.8,165,362,45.6,0,0.3,0.0,-0.3,1,4,0,0,0,Matches
316,317,Erwin Mulder,nl NED,GK,Heerenveen,32,1989,18.5,486,718,67.7,13814,10559,100,100,100.0,214,218,98.2,167,392,42.6,0,0.0,0.0,0.0,0,14,0,0,0,Matches
317,318,Hans Mulder,nl NED,"MF,DF",RKC Waalwijk,34,1987,1.1,14,28,50.0,197,46,10,14,71.4,3,9,33.3,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
318,319,Jacob Mulenga,zm ZAM,"FW,MF",Go Ahead Eag,37,1984,2.2,24,53,45.3,301,50,15,27,55.6,4,13,30.8,2,3,66.7,0,0.0,0.1,0.0,1,1,1,0,1,Matches
319,320,Jeremy van Mullem,nl NED,MF,Sparta R'dam,22,1999,6.4,125,198,63.1,2273,1045,54,83,65.1,49,64,76.6,19,38,50.0,0,0.0,0.1,0.0,0,20,1,0,20,Matches
320,321,Anthony Musaba,nl NED,"FW,MF",Heerenveen,20,2000,14.6,192,304,63.2,2691,625,120,159,75.5,55,85,64.7,9,22,40.9,1,1.9,1.6,-0.9,12,7,6,2,9,Matches
321,322,Richie Musaba,nl NED,"MF,FW",Fortuna Sittard,20,2000,2.4,28,40,70.0,470,114,12,15,80.0,12,18,66.7,3,3,100.0,0,0.4,0.2,-0.4,1,2,1,1,2,Matches
322,323,Yvon Mvogo,ch SUI,GK,PSV Eindhoven,27,1994,8.0,131,186,70.4,3558,2545,30,30,100.0,59,59,100.0,42,96,43.8,0,0.0,0.0,0.0,0,1,0,0,1,Matches
323,324,Phillipp Mwene,at AUT,DF,PSV Eindhoven,27,1994,15.7,843,1063,79.3,11755,4118,526,596,88.3,247,306,80.7,36,84,42.9,1,1.2,2.8,-0.2,15,59,15,6,50,Matches
324,325,Yuta Nakayama,jp JPN,DF,Zwolle,24,1997,28.9,1271,1642,77.4,24104,9064,512,602,85.0,582,688,84.6,156,285,54.7,2,1.6,1.8,+0.4,16,115,16,3,118,Matches
325,326,Younes Namli,dk DEN,MF,Sparta R'dam,27,1994,9.6,288,389,74.0,4778,1670,148,166,89.2,96,126,76.2,30,64,46.9,4,2.0,1.9,+2.0,17,37,13,2,37,Matches
326,327,Gerrit Nauber,de GER,DF,Go Ahead Eag,29,1992,24.8,927,1107,83.7,18439,6974,302,328,92.1,513,568,90.3,104,187,55.6,0,0.5,0.3,-0.5,6,33,1,0,44,Matches
327,328,Miquel Nelom,nl NED,DF,Willem II,30,1990,0.9,33,47,70.2,562,186,17,19,89.5,10,15,66.7,4,9,44.4,0,0.0,0.0,0.0,0,1,1,0,4,Matches
328,329,Reiss Nelson,eng ENG,FW,Feyenoord,21,1999,10.1,359,433,82.9,4641,1021,216,238,90.8,102,124,82.3,12,21,57.1,4,3.6,2.6,+0.4,22,21,13,5,27,Matches
329,330,David Neres,br BRA,FW,Ajax,24,1997,5.3,272,338,80.5,3718,951,168,183,91.8,78,93,83.9,12,18,66.7,2,2.0,2.7,0.0,9,12,25,5,36,Matches
330,331,Cyril Ngonge,be BEL,"FW,MF",Groningen,21,2000,18.5,140,274,51.1,2182,769,74,118,62.7,45,79,57.0,13,39,33.3,1,1.4,0.9,-0.4,9,14,11,0,23,Matches
331,332,Lars Nieuwpoort,nl NED,DF,RKC Waalwijk,26,1994,2.0,49,65,75.4,923,275,16,21,76.2,25,28,89.3,6,11,54.5,0,0.0,0.0,0.0,0,3,1,0,1,Matches
332,333,Andries Noppert,nl NED,GK,Go Ahead Eag,27,1994,15.0,445,638,69.7,13510,9809,67,68,98.5,205,208,98.6,173,356,48.6,0,0.0,0.0,0.0,0,12,0,0,0,Matches
333,334,Tijjani Noslin,nl NED,"FW,MF",Fortuna Sittard,22,1999,9.1,129,196,65.8,1723,454,84,105,80.0,34,45,75.6,5,20,25.0,0,0.2,0.6,-0.2,4,4,4,2,6,Matches
334,335,Ché Nunnely,nl NED,FW,Willem II,22,1999,27.2,512,682,75.1,6937,1420,315,367,85.8,140,191,73.3,24,47,51.1,1,2.0,2.1,-1.0,24,31,18,6,34,Matches
335,336,Djenahro Nunumete,nl NED,DF,Heerenveen,19,2002,0.3,18,23,78.3,290,87,8,9,88.9,8,11,72.7,2,3,66.7,0,0.0,0.0,0.0,0,1,1,0,3,Matches
336,337,Benjamin Nygren,se SWE,"FW,MF",Heerenveen,20,2001,5.3,162,217,74.7,2267,517,106,125,84.8,40,51,78.4,9,20,45.0,1,0.1,0.3,+0.9,2,12,4,0,18,Matches
337,338,Armando Obispo,nl NED,DF,PSV Eindhoven,22,1999,11.8,583,686,85.0,11360,4433,208,232,89.7,296,325,91.1,71,108,65.7,0,0.3,0.6,-0.3,2,44,2,0,26,Matches
338,339,Cas Odenthal,nl NED,DF,NEC Nijmegen,20,2000,27.9,1205,1434,84.0,24108,9858,372,421,88.4,684,757,90.4,134,226,59.3,0,0.1,0.3,-0.1,4,68,3,1,57,Matches
339,340,Jens Odgaard,dk DEN,"FW,MF",RKC Waalwijk,22,1999,27.4,377,671,56.2,6100,1925,183,292,62.7,138,225,61.3,34,73,46.6,6,4.6,5.4,+1.4,28,40,32,8,63,Matches
340,341,Eric Oelschlägel,de GER,GK,Utrecht,25,1995,3.5,84,108,77.8,2319,1678,15,15,100.0,41,44,93.2,26,46,56.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
341,342,Jonathan Okita,cd COD,"FW,MF",NEC Nijmegen,25,1995,25.7,720,939,76.7,10128,2343,445,527,84.4,200,261,76.6,43,68,63.2,6,3.5,3.3,+2.5,25,61,20,4,47,Matches
342,343,Maduka Okoye,ng NGA,GK,Sparta R'dam,21,1999,29.3,511,924,55.3,20974,18170,47,47,100.0,153,154,99.4,307,715,42.9,0,0.0,0.1,0.0,1,43,0,0,0,Matches
343,344,Kwasi Okyere Wriedt,gh GHA,FW,Willem II,27,1994,13.3,155,263,58.9,2394,410,83,128,64.8,49,80,61.3,14,23,60.9,2,1.0,0.7,+1.0,7,6,9,2,14,Matches
344,345,Elias Olsson,se SWE,DF,Groningen,18,2003,0.0,2,2,100.0,28,23,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
345,346,André Onana,cm CMR,GK,Ajax,25,1996,6.0,151,191,79.1,4271,2952,28,28,100.0,61,63,96.8,62,98,63.3,0,0.0,0.0,0.0,0,3,0,0,1,Matches
346,347,Jayden Oosterwolde,nl NED,DF,Twente,20,2001,10.0,357,541,66.0,6392,2312,165,191,86.4,144,204,70.6,39,117,33.3,0,0.5,0.6,-0.5,5,38,8,4,32,Matches
347,348,Thijs Oosting,nl NED,"DF,FW",AZ Alkmaar,21,2000,1.5,61,77,79.2,1110,282,24,29,82.8,26,30,86.7,10,15,66.7,0,0.1,0.1,-0.1,1,8,1,0,5,Matches
348,349,Thijs Oosting,nl NED,MF,Willem II,21,2000,3.0,47,83,56.6,773,304,17,28,60.7,19,33,57.6,3,8,37.5,0,0.2,0.3,-0.2,2,5,1,0,2,Matches
349,350,Loïs Openda,be BEL,FW,Vitesse,21,2000,29.4,456,713,64.0,6562,1400,260,359,72.4,134,187,71.7,29,64,45.3,2,4.2,3.1,-2.2,35,34,29,10,38,Matches
350,351,Fredrik Oppegard,no NOR,DF,PSV Eindhoven,18,2002,0.2,4,4,100.0,62,7,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
351,352,Ragnar Oratmangoen,nl NED,"MF,FW",Go Ahead Eag,23,1998,29.2,853,1071,79.6,13039,3338,437,500,87.4,311,360,86.4,55,101,54.5,4,3.3,3.6,+0.7,26,72,33,10,78,Matches
352,353,Alois Oroz,hr CRO,"DF,MF",Vitesse,20,2000,9.0,311,430,72.3,5394,2180,133,162,82.1,140,170,82.4,27,67,40.3,0,0.2,0.1,-0.2,2,15,0,0,21,Matches
353,354,Yanick van Osch,nl NED,GK,Fortuna Sittard,24,1997,32.0,783,1183,66.2,24695,19458,166,167,99.4,269,276,97.5,340,727,46.8,0,0.0,0.1,0.0,1,30,0,0,0,Matches
354,355,Mohammed Osman,sy SYR,MF,Sparta R'dam,27,1994,7.5,220,311,70.7,3860,1144,106,133,79.7,76,97,78.4,29,61,47.5,0,0.4,0.7,-0.4,6,29,6,3,18,Matches
355,356,Anas Ouahim,de GER,"MF,FW",Heracles Almelo,23,1997,7.7,129,177,72.9,2006,478,67,86,77.9,48,64,75.0,10,14,71.4,1,0.6,0.3,+0.4,9,19,8,3,14,Matches
356,357,Yassin Oukili,nl NED,MF,RKC Waalwijk,20,2001,10.0,272,376,72.3,4300,1095,143,173,82.7,96,130,73.8,21,42,50.0,0,0.4,0.4,-0.4,7,28,5,0,15,Matches
357,358,Sékou Oumar Sylla,gn GUI,DF,Cambuur,22,1999,4.2,154,211,73.0,2707,1078,68,79,86.1,68,81,84.0,14,36,38.9,0,0.0,0.1,0.0,1,12,1,0,10,Matches
358,359,Joris van Overeem,nl NED,MF,Utrecht,27,1994,11.7,474,612,77.5,7967,3640,214,259,82.6,201,247,81.4,40,72,55.6,1,2.1,1.6,-1.1,22,78,13,1,75,Matches
359,360,Gaultiér Overman,nl NED,"MF,DF",Sparta R'dam,20,2000,0.5,11,18,61.1,174,51,6,7,85.7,5,9,55.6,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
360,361,Leeroy Owusu,nl NED,DF,Willem II,24,1996,30.6,1166,1637,71.2,21681,8244,491,556,88.3,513,692,74.1,143,318,45.0,3,3.5,3.1,-0.5,30,128,35,17,91,Matches
361,362,Kenneth Paal,sr SUR,"DF,MF",Zwolle,24,1997,18.2,804,1088,73.9,13120,4781,397,455,87.3,325,408,79.7,58,154,37.7,1,3.6,3.6,-2.6,36,74,37,13,81,Matches
362,363,Mark Pabai,lr LBR,DF,Zwolle,20,2000,7.6,264,352,75.0,4778,1312,119,140,85.0,103,137,75.2,38,64,59.4,2,0.6,0.6,+1.4,7,7,6,6,5,Matches
363,364,Maarten Paes,nl NED,GK,Utrecht,23,1998,17.0,390,502,77.7,10707,8405,96,96,100.0,152,159,95.6,137,242,56.6,0,0.0,0.0,0.0,0,6,0,0,0,Matches
364,365,Jelte Pal,nl NED,FW,Willem II,18,2002,0.1,1,1,100.0,22,13,0,0,,1,1,100.0,0,0,,0,0.0,0.2,0.0,0,0,1,1,0,Matches
365,366,Remko Pasveer,nl NED,GK,Ajax,37,1983,20.0,623,746,83.5,14704,11224,176,176,100.0,297,299,99.3,149,267,55.8,0,0.0,0.0,0.0,0,9,0,0,1,Matches
366,367,Mitchell Paulissen,nl NED,"MF,FW",Cambuur,28,1993,15.4,380,536,70.9,5901,2007,200,254,78.7,122,166,73.5,35,64,54.7,3,2.5,2.1,+0.5,19,37,7,0,38,Matches
367,368,Vangelis Pavlidis,gr GRE,FW,AZ Alkmaar,22,1998,27.7,511,755,67.7,7313,1249,277,378,73.3,158,227,69.6,31,47,66.0,5,3.6,3.7,+1.4,32,31,19,2,42,Matches
368,369,Marcus Pedersen,no NOR,DF,Feyenoord,21,2000,22.0,835,1100,75.9,13103,2710,434,493,88.0,320,405,79.0,55,131,42.0,4,2.1,2.7,+1.9,24,38,25,17,31,Matches
369,370,Pedro,es ESP,FW,NEC Nijmegen,21,2000,0.8,5,13,38.5,103,41,1,4,25.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,1,Matches
370,371,Kik Pierie,nl NED,"DF,MF",Twente,21,2000,0.2,9,15,60.0,215,113,1,5,20.0,7,7,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,3,Matches
371,372,Ivo Pinto,pt POR,DF,Fortuna Sittard,31,1990,16.6,555,732,75.8,10703,4080,193,225,85.8,285,345,82.6,66,127,52.0,0,0.1,0.2,-0.1,2,34,6,1,33,Matches
372,373,Michael Pinto,lu LUX,DF,Sparta R'dam,28,1993,17.1,683,912,74.9,11087,4093,347,398,87.2,269,334,80.5,52,122,42.6,3,1.7,1.8,+1.3,19,50,19,10,49,Matches
373,374,Julio Pleguezuelo,es ESP,DF,Twente,24,1997,14.8,607,761,79.8,12028,4157,203,233,87.1,323,367,88.0,72,135,53.3,1,0.5,0.9,+0.5,4,26,2,2,27,Matches
374,375,Ernest Poku,nl NED,"FW,MF",AZ Alkmaar,17,2004,0.5,12,14,85.7,151,32,8,8,100.0,4,4,100.0,0,0,,1,0.4,0.2,+0.6,3,1,0,0,1,Matches
375,376,Bram van Polen,nl NED,DF,Zwolle,35,1985,29.4,1199,1570,76.4,24552,10602,426,515,82.7,573,699,82.0,190,307,61.9,1,1.6,1.7,-0.6,11,116,15,8,128,Matches
376,377,Robin Polley,gh GHA,FW,Heracles Almelo,22,1998,0.1,1,2,50.0,25,0,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
377,378,Romano Postema,nl NED,"FW,MF",Groningen,19,2002,7.9,66,106,62.3,1026,330,31,45,68.9,26,39,66.7,5,9,55.6,1,0.8,0.6,+0.2,7,9,7,2,11,Matches
378,379,Dirk Proper,nl NED,MF,NEC Nijmegen,19,2002,15.1,620,737,84.1,10184,2757,317,359,88.3,222,252,88.1,56,74,75.7,0,0.6,0.8,-0.6,12,52,5,0,48,Matches
379,380,Davy Pröpper,nl NED,MF,PSV Eindhoven,29,1991,3.2,135,173,78.0,2153,820,64,84,76.2,46,54,85.2,13,17,76.5,1,0.5,0.1,+0.5,2,15,4,0,19,Matches
380,381,Robin Pröpper,nl NED,DF,Twente,27,1993,31.7,1640,2046,80.2,33123,13669,574,643,89.3,810,895,90.5,231,444,52.0,2,1.6,1.5,+0.4,11,134,9,0,119,Matches
381,382,Giacomo Quagliata,it ITA,DF,Heracles Almelo,21,2000,28.3,1035,1538,67.3,17106,6860,523,615,85.0,401,572,70.1,85,223,38.1,2,2.9,3.5,-0.9,37,65,40,26,73,Matches
